index,Websites URL
1224,muslimaid.org.pk
1225,must.edu.pk
1226,my.net.pk
1227,myhappybaby.pk
1228,myhcm.pk
1229,myhomedecor.pk
1230,myhomestyle.pk
1231,mylink.pk
1232,mynet.pk
1233,mynetlink.pk
1234,myprotein.com.pk
1235,myrewards.pk
1236,myshop.pk
1237,myu.edu.pk
1238,myvitaminstore.pk
1239,mywatches.com.pk
1240,mywheels.pk
1241,na.gov.pk
1242,nab.gov.pk
1243,naci.com.pk
1244,nacta.gov.pk
1245,nadra.gov.pk
1246,naheed.pk
1247,naibaat.pk
1248,najibmaya.pk
1249,nanoclo.pk
1250,naqoosh.pk
1251,nasic.org.pk
1252,nasstecairnet.net.pk
1253,nation.com.pk
1254,nation.net.pk
1255,nationalbroadband.pk
1256,nationalparty.com.pk
1257,natpow.org.pk
1258,naukrinfo.pk
1259,naukriupdate.pk
1260,navigator.com.pk
1261,navttc.gov.pk
1262,nawaiwaqt.com.pk
1263,nayatel.pk
1264,nbh.net.pk
1265,nbp.com.pk
1266,nca.edu.pk
1267,ndma.gov.pk
1268,ndo.org.pk
1269,ndu.edu.pk
1270,neduet.edu.pk
1271,nepra.org.pk
1272,nespak.com.pk
1273,nestle.pk
1274,netgate.pk
1275,netmag.pk
1276,networld.pk
1277,newbooksnbooks.pk
1278,newspakistan.pk
1279,nexgenshop.pk
1280,nexlinx.net.pk
1281,nextage.pk
1282,nextzett.pk
1283,nha.gov.pk
1284,nhmp.gov.pk
1285,nhsrc.gov.pk
1286,niazitv.pk
1287,nift.pk
1288,nifty.pk
1289,nightsuit.pk
1290,nightynight.pk
1291,nih.org.pk
1292,nitb.gov.pk
1293,njp.gov.pk
1294,nlc.com.pk
1295,nlthub.pk
1296,noacss.pk
1297,nobleprog.com.pk
1298,nofomo.com.pk
1299,noho.com.pk
1300,nomiansari.com.pk
1301,nova.net.pk
1302,novamarketing.com.pk
1303,novelistan.pk
1304,novelshub.pk
1305,npcn.com.pk
1306,npcn.net.pk
1307,npo.gov.pk
1308,nronlineshop.pk
1309,nrsp.org.pk
1310,ntc.net.pk
1311,ntdc.com.pk
1312,nti.edu.pk
1313,ntp.gov.pk
1314,nts.org.pk
1315,ntsjobs.pk
1316,ntu.edu.pk
1317,nu.edu.pk
1318,numl.edu.pk
1319,numspak.edu.pk
1320,nureh.pk
1321,nust.edu.pk
1322,nutrifactor.com.pk
1323,nutrify.com.pk
1324,nutrigenix.pk
1325,nuvari.pk
1326,nvtti.pk
1327,nwnetworks.net.pk
1328,nystore.pk
1329,oceanofgames.pk
1330,oec.gov.pk
1331,ogomovies.com.pk
1332,oihsg.edu.pk
1333,okla.com.pk
1334,olim.pk
1335,olx.com.pk
1336,omegashoes.pk
1337,omfoundation.pk
1338,omii.pk
1339,oneapp.pk
1340,oneclickshopping.pk
1341,onedegree.com.pk
1342,onepoint.pk
1343,onic.com.pk
1344,onic.pk
1345,onlinenews.com.pk
1346,onlineshops.pk
1347,opalelectronics.pk
1348,opf.org.pk
1349,opiofragrances.pk
1350,opmispunjab.gov.pk
1351,oppoaed.com.pk
1352,optix.pk
1353,organicbeauty.pk
1354,original.pk
1355,oscar.pk
1356,oshi.pk
1357,ots.org.pk
1358,otwoo.com.pk
1359,oup.com.pk
1360,ourelitehealth.com.pk
1361,outfitters.com.pk
1362,overshopping.pk
1363,overtop.com.pk
1364,owaisi.pk
1365,oxford.com.pk
1366,paa.gov.pk
1367,pabalochistan.gov.pk
1368,pac.edu.pk
1369,pac.org.pk
1370,packit.pk
1371,paec.gov.pk
1372,paf-iast.edu.pk
1373,paf.gov.pk
1374,pafkiet.edu.pk
1375,pagalworld.com.pk
1376,paisayaar.pk
1377,pak.gov.pk
1378,pakaims.edu.pk
1379,pakalljob.pk
1380,pakgovtnaukri.pk
1381,pakhome.com.pk
1382,pakistan-1win.pk
1383,pakistan.gov.pk
1384,pakistanarmy.gov.pk
1385,pakistancode.gov.pk
1386,pakistani.pk
1387,pakistanjobs.pk
1388,pakistantoday.com.pk
1389,pakkjob.pk
1390,paklap.pk
1391,pakmet.com.pk
1392,pakmobizone.pk
1393,paknaukri.pk
1394,paknavy.gov.pk
1395,pakolives.com.pk
1396,pakpedia.pk
1397,pakpost.gov.pk
1398,pakposttracking.com.pk
1399,pakqatar.com.pk
1400,pakrail.gov.pk
1401,pakrailways.gov.pk
1402,pakresult.com.pk
1403,paksa.pk
1404,paksat.pk
1405,paksimspro.com.pk
1406,pakstyle.pk
1407,paksuzuki.com.pk
1408,pamh.org.pk
1409,pandago.pk
1410,pap.gov.pk
1411,papajohns.com.pk
1412,paradigmshift.com.pk
1413,paramountbooks.com.pk
1414,parc.gov.pk
1415,parho.pk
1416,parisa.pk
1417,parishay.pk
1418,partyaccessories.pk
1419,partysharty.pk
1420,pasha.org.pk
1421,pasrur.pk
1422,pass.gov.pk
1423,patel-hospital.org.pk
1424,pave.gov.pk
1425,paycheck.pk
1426,paypro.com.pk
1427,pbc.com.pk
1428,pbs.gov.pk
1429,pbscensus.gov.pk
1430,pbte.edu.pk
1431,pbteresult.com.pk
1432,pc.gov.pk
1433,pcas.edu.pk
1434,pcb.com.pk
1435,pclab.pk
1436,pct.edu.pk
1437,peachmart.pk
1438,peachrepublic.pk
1439,pec.org.pk
1440,peekaboo.pk
1441,pef.edu.pk
1442,pefsis.edu.pk
1443,pehnawastore.pk
1444,pel.com.pk
1445,perfa.pk
1446,perfumeonline.pk
1447,pern.pk
1448,pescobill.pk
1449,peshawarhighcourt.gov.pk
1450,pesrp.edu.pk
1451,pessi.gop.pk
1452,petsone.pk
1453,peugeot-metropolis.com.pk
1454,pfa.gop.pk
1455,pfuj.pk
1456,pgc.edu.pk
1457,pharmahealth.com.pk
1458,phf.gop.pk
1459,philips.com.pk
1460,philipsappliances.pk
1461,phonecase.pk
1462,phoneworld.com.pk
1463,physioshop.pk
1464,piac.com.pk
1465,pid.gov.pk
1466,pide.org.pk
1467,pie.net.pk
1468,pieas.edu.pk
1469,pifra.gov.pk
1470,pihms.com.pk
1471,pikashows.org.pk
1472,pimsat-khi.edu.pk
1473,pinkpops.pk
1474,pinnaclefiber.com.pk
1475,pinpack.pk
1476,pipfa.org.pk
1477,pisa.com.pk
1478,pitac.gov.pk
1479,pitb.gov.pk
1480,pitc.com.pk
1481,pixolinks.pk
1482,pizzamax.com.pk
1483,pjia.com.pk
1484,pjms.com.pk
1485,pjps.pk
1486,pk365.com.pk
1487,pkclothing.pk
1488,pknic.net.pk
1489,pknic.pk
1490,planetjunior.pk
1491,planetx.pk
1492,playtube.pk
1493,plinko-game.pk
1494,plinko.com.pk
1495,plinko.pk
1496,plussize.pk
1497,pmc.gov.pk
1498,pmd.gov.pk
1499,pmdc.gov.pk
1500,pmdc.pk
1501,pmdu.gov.pk
1502,pmflahore.pk
1503,pmnlpro.pk
1504,pmo.gov.pk
1505,pmyp.gov.pk
1506,pnac.gov.pk
1507,pnmc.gov.pk
1508,poco.pk
1509,pof.gov.pk
1510,polkadots.pk
1511,portqasim.org.pk
1512,postex.pk
1513,powerhouseexpress.com.pk
1514,ppl.com.pk
1515,ppp.org.pk
1516,ppra.gov.pk
1517,ppra.org.pk
1518,ppsc.gop.pk
1519,pral.com.pk
1520,preetpret.pk
1521,prelovedtreasures.pk
1522,premed.pk
1523,presidentofpakistan.gov.pk
1524,priceoye.pk
1525,priceupdate.com.pk
1526,pridesurgical.pk
1527,primal.com.pk
1528,prime.edu.pk
1529,prime.net.pk
1530,primedecor.pk
1531,printoutlet.pk
1532,proficientlawyers.pk
1533,propakistani.pk
1534,propertychannel.pk
1535,propertyguide.com.pk
1536,propertymanzil.pk
1537,protees.pk
1538,protonicnutrition.pk
1539,provoke.pk
1540,prowebhosting.pk
1541,psca.gop.pk
1542,psdf.org.pk
1543,pseb.org.pk
1544,psgpc.com.pk
1545,pshealthpunjab.gov.pk
1546,psosahulat.com.pk
1547,pspa.gop.pk
1548,psw.gov.pk
1549,psx.com.pk
1550,psycare.pk
1551,pta.gov.pk
1552,ptcl.com.pk
1553,ptcl.net.pk
1554,ptclspeed.com.pk
1555,ptj.com.pk
1556,ptpkp.gov.pk
1557,pts.org.pk
1558,ptut.edu.pk
1559,ptv.com.pk
1560,pu.edu.pk
1561,publicfinance.pk
1562,pucit.edu.pk
1563,pulse.gop.pk
1564,pumpitup.pk
1565,punjab-zameen.gov.pk
1566,punjab.gov.pk
1567,punjabhec.gov.pk
1568,punjablaws.gov.pk
1569,punjabpolice.gov.pk
1570,purchaser.com.pk
1571,puregold.pk
1572,pursebazar.pk
1573,pvj.com.pk
1574,pxhs.pk
1575,pyariwalls.pk
1576,qadirburger.pk
1577,qalamkar.com.pk
1578,qau.edu.pk
1579,qauseqazaa.pk
1580,qict.com.pk
1581,qims.edu.pk
1582,qistbazaar.pk
1583,qmc.edu.pk
1584,qne.com.pk
1585,qoolish.pk
1586,quest.edu.pk
1587,quettachaiparatha.pk
1588,qurtuba.edu.pk
1589,radio.gov.pk
1590,radstore.pk
1591,rafia.pk
1592,rajaranishoes.com.pk
1593,ramsha.com.pk
1594,ramsha.pk
1595,ramza.pk
1596,rangolistore.pk
1597,rangrasiya.com.pk
1598,rapidrides.pk
1599,rapidsupport.com.pk
1600,rationcard.com.pk
1601,rawayat.com.pk
1602,rcg.com.pk
1603,rci.com.pk
1604,rds.net.pk
1605,reach.org.pk
1606,readings.com.pk
1607,real3d.pk
1608,realproperty.pk
1609,realtor92.pk
1610,reana.pk
1611,reason.pk
1612,reckeweg.pk
1613,recruitments.com.pk
1614,redbull.pk
1615,redtone.com.pk
1616,reflexions.pk
1617,regen.pk
1618,remington.pk
1619,renaissance.com.pk
1620,replay.pk
1621,replica-watches-china.com.pk
1622,rescue.gov.pk
1623,resonance.pk
1624,result.pk
1625,retail.com.pk
1626,reviewit.pk
1627,rew.net.pk
1628,rewarisweetmart.pk
1629,rhizmall.pk
1630,ric.edu.pk
1631,rihs.edu.pk
1632,rilancio.pk
1633,rios.pk
1634,riphah.edu.pk
1635,riphahfsd.edu.pk
1636,rising.com.pk
1637,rivaaj.pk
1638,rndigitalprint.pk
1639,rog.com.pk
1640,rollover.com.pk
1641,ronin.pk
1642,roomibuilders.pk
1643,rooms.com.pk
1644,roshanpakistan.pk
1645,royalcart.pk
1646,royaltag.com.pk
1647,royalwrist.pk
1648,royalxcasino.pk
1649,rozee.pk
1650,rozzana.pk
1651,rsu-sindh.gov.pk
1652,runnerz.pk
1653,s9-game.pk
1654,s9game.com.pk
1655,saadshaikh.pk
1656,saamaan.pk
1657,sabaq.pk
1658,sablelo.pk
1659,sabroso.com.pk
1660,sach.org.pk
1661,sadapay.pk
1662,saeedghani.pk
1663,safaid.pk
1664,safarparast.pk
1665,saffana.pk
1666,safrinskincare.com.pk
1667,safwa.pk
1668,saharonline.pk
1669,sahulatpay.pk
1670,saleemfabrics.pk
1671,salein.pk
1672,salto.pk
1673,salu.edu.pk
1674,sameersain.pk
1675,sanas.pk
1676,sanitary.pk
1677,sapphirecreative.pk
1678,sapphirecreatives.pk
1679,sapphirefabrics.pk
1680,sapphireonline.pk
1681,sapphirestudio.com.pk
1682,sapphirestudios.pk
1683,sapt.com.pk
1684,sarazcollection.pk
1685,sarmaaya.pk
1686,sarwat.pk
1687,sasta.pk
1688,sastaticket.pk
1689,sau.edu.pk
1690,savap.org.pk
1691,savings.gov.pk
1692,savourfoods.com.pk
1693,savyour.com.pk
1694,saya.pk
1695,sbbusba.edu.pk
1696,sbp.org.pk
1697,scarfsnscarf.pk
1698,scentsnstories.pk
1699,scentstation.pk
1700,scentyou.pk
1701,scholarships.com.pk
1702,school.net.pk
1703,schoolmall.pk
1704,sco.gov.pk
1705,seccap.com.pk
1706,secp.gov.pk
1707,secretfactory.pk
1708,secretstash.pk
1709,secureteen.pk
1710,seecs.edu.pk
1711,sehalshop.pk
1712,sehat.com.pk
1713,sehgalmotors.pk
1714,sekho.com.pk
1715,sekho.pk
1716,selecto.com.pk
1717,senate.gov.pk
1718,sendflowers.pk
1719,senorita.pk
1720,seran.com.pk
1721,serenepharma.com.pk
1722,servis.pk
1723,sesky.pk
1724,shadi.pk
1725,shahalami.pk
1726,shahenterprise.pk
1727,shapednutrition.pk
1728,shapewear.pk
1729,sharptel.pk
1730,sharrys.pk
1731,shashkay.com.pk
1732,shaukatkhanum.org.pk
1733,shc.gov.pk
1734,she9.pk
1735,sheinn.pk
1736,shell.com.pk
1737,shemale.pk
1738,shifa.com.pk
1739,shoesclub.pk
1740,shoesrepublic.pk
1741,shoestreet.pk
1742,shoezone.com.pk
1743,shopaholic.pk
1744,shoparena.pk
1745,shopatshams.com.pk
1746,shopforever.pk
1747,shopikbuzz.pk
1748,shopland.com.pk
1749,shopon.pk
1750,shoppingate.pk
1751,shoppingbag.pk
1752,shoppingexpress.pk
1753,shopsabroso.pk
1754,shopse.pk
1755,shopusa.pk
1756,shoq.com.pk
1757,showbizpakistan.pk
1758,siasat.pk
1759,signin.com.pk
1760,silaikarhai.pk
1761,silkbank.com.pk
1762,silverfox.com.pk
1763,simosa.com.pk
1764,simownerdata.pk
1765,simownerdetails.org.pk
1766,simownerdetails.pk
1767,sims.pk
1768,simsim.pk
1769,simtracker.pk
1770,sindh.gov.pk
1771,sindheducation.gov.pk
1772,sindhhighcourt.gov.pk
1773,sindhlaws.gov.pk
1774,sindhpolice.gov.pk
1775,sindhzameen.gos.pk
1776,sitarastudio.pk
1777,six6s.pk
1778,skardu.pk
1779,skillsider.pk
1780,skinspecialist.com.pk
1781,skinwind.pk
1782,skmei.com.pk
1783,skygames.com.pk
1784,skyhost.pk
1785,skymarketing.com.pk
1786,skyscanner.pk
1787,skytelecom.com.pk
1788,slypee.pk
1789,smart-shop.pk
1790,smartcargo-vtr.pk
1791,smarthealer.pk
1792,smartnode.pk
1793,smartsolar.net.pk
1794,smiu.edu.pk
1795,sneakfit.pk
1796,sneakflex.pk
1797,sngpl.com.pk
1798,snms.net.pk
1799,sns.edu.pk
1800,snug.pk
1801,soap2day.pk
1802,sol.edu.pk
1803,solarpanelpriceinpakistan.pk
1804,solutionspk.com.pk
1805,sonic.pk
1806,sparkbroadband.pk
1807,spdc.org.pk
1808,speedelevator.pk
1809,speedsports.pk
1810,spin.org.pk
1811,spiraltoys.pk
1812,spireclick.pk
1813,splashberry.pk
1814,splonline.com.pk
1815,sports.gov.pk
1816,sportsnation.pk
1817,sportsplus.pk
1818,spotifypremiumapk.pk
1819,springs.com.pk
1820,sprinkles.pk
1821,spsc.gos.pk
1822,spsc.gov.pk
1823,spunkymart.pk
1824,spunkz.pk
1825,srb.gos.pk
1826,ssgc.com.pk
1827,ssuet.edu.pk
1828,starcity.pk
1829,starlet.pk
1830,starscollege.edu.pk
1831,startuplahore.com.pk
1832,startuppakistan.com.pk
1833,state-wins.pk
1834,statelife.com.pk
1835,stationers.pk
1836,statpak.gov.pk
1837,stbb.edu.pk
1838,stdc.com.pk
1839,steamshop.pk
1840,stepwear.pk
1841,stile.com.pk
1842,stmu.edu.pk
1843,stp.net.pk
1844,stream2watch.pk
1845,streamed.pk
1846,sts.net.pk
1847,sts.org.pk
1848,studentcare.pk
1849,studentstore.pk
1850,styka.pk
1851,style.pk
1852,styleloft.pk
1853,stylish.com.pk
1854,stylo.pk
1855,stylon.pk
1856,su.edu.pk
1857,subhanelectronics.pk
1858,suchtv.pk
1859,suigasbill.pk
1860,suigasbillduplicate.pk
1861,suigasonline.pk
1862,suit.edu.pk
1863,summitbank.com.pk
1864,sundaybazar.com.pk
1865,sunsports.pk
1866,supa.pk
1867,suparco.gov.pk
1868,super.net.pk
1869,superhealth.com.pk
1870,superior.edu.pk
1871,supermeal.pk
1872,supremecourt.gov.pk
1873,surmawala.pk
1874,sweetmemories.com.pk
1875,swissmiss.pk
1876,switch.com.pk
1877,swkpk.gov.pk
1878,symbios.pk
1879,szabist-isb.edu.pk
1880,szabist.edu.pk
1881,szabmu.edu.pk
1882,taalstore.pk
1883,taanabaana.pk
1884,tabedar.pk
1885,tagme.pk
1886,talenthunters.com.pk
1887,tanabana.com.pk
1888,tapp.pk
1889,tarseel.pk
1890,taxcalculator.pk
1891,tayyabatravel.com.pk
1892,tcf.org.pk
1893,tcstracker.com.pk
1894,tdap.gov.pk
1895,techarc.pk
1896,techbazaar.pk
1897,techglobe.pk
1898,techjuice.pk
1899,techmanistan.pk
1900,techmatched.pk
1901,technologytimes.pk
1902,techpanda.pk
1903,techrealm.pk
1904,techtalk.pk
1905,tecnomobile.pk
1906,tejar.pk
1907,telebrand.pk
1908,telectronics.pk
1909,telemart.pk
1910,telenex.com.pk
1911,telenor.com.pk
1912,telenorbank.pk
1913,telenorcsms.com.pk
1914,telequiztoday.pk
1915,tenderalert.pk
1916,tes.com.pk
1917,testpoint.pk
1918,tevta.gop.pk
1919,tfs.net.pk
1920,tftheft.pk
1921,tgmstore.pk
1922,theavocado.pk
1923,thebabystore.pk
1924,thebobostore.pk
1925,thebodyshop.pk
1926,thebrandstore.pk
1927,thecityschool.edu.pk
1928,theclinics.pk
1929,thecurrent.pk
1930,thedenimcompany.pk
1931,theelegance.pk
1932,theentertainer.pk
1933,thefabricstore.pk
1934,theflowerstudio.pk
1935,thehijabcompany.pk
1936,thehijabeez.com.pk
1937,thejaps.org.pk
1938,theleaf.pk
1939,thenews.com.pk
1940,theorganicworld.com.pk
1941,theperfumeclub.pk
1942,theperfumeshop.pk
1943,thepost.com.pk
1944,theproteinfactory.pk
1945,theshoesbar.pk
1946,theshoppies.pk
1947,thesiswritinghelp.com.pk
1948,thesportsfactory.pk
1949,thesportstore.pk
1950,thetoyfactory.pk
1951,thevintageclothing.pk
1952,thewarehouse.pk
1953,threepillars.com.pk
1954,ticketwala.pk
1955,tih.org.pk
1956,tiktec.pk
1957,tiktoklive.net.pk
1958,timecheck.pk
1959,timenow.pk
1960,timesofkarachi.pk
1961,timesofpakistan.pk
1962,tjmart.pk
1963,tjwholesale.pk
1964,tmf.org.pk
1965,tnvcollection.pk
1966,todaypk.com.pk
1967,tomiwatches.pk
1968,toobas.pk
1969,toolshub.com.pk
1970,toolsmart.pk
1971,topup.pk
1972,tourism.gov.pk
1973,toycompany.pk
1974,toyez.pk
1975,toygenix.com.pk
1976,toynix.pk
1977,toys4you.pk
1978,toyster.pk
1979,toystorepakistan.pk
1980,toyzone.pk
1981,tractors.com.pk
1982,trafficsigntest.com.pk
1983,travelnetwork.pk
1984,travelpartner.pk
1985,travelwithzunair.pk
1986,trax.pk
1987,trego.pk
1988,trendsin.pk
1989,tribune.com.pk
1990,tribute.pk
1991,trips.pk
1992,trovit.com.pk
1993,tss.edu.pk
1994,tuf.edu.pk
1995,tuition.pk
1996,tulips.com.pk
1997,tune.pk
1998,tutoria.pk
1999,tuugo.pk
2000,twinkl.com.pk
2001,tyrepoint.pk
2002,uaar.edu.pk
2003,uaf.edu.pk
2004,ubank.com.pk
2005,ubas.edu.pk
2006,ubl.com.pk
2007,ublfunds.com.pk
2008,ubuy.com.pk
2009,ucloud.com.pk
2010,ucp.edu.pk
2011,ucs.edu.pk
2012,udhaar.pk
2013,ue.edu.pk
2014,ueas.edu.pk
2015,uet.edu.pk
2016,uettaxila.edu.pk
2017,uhs.edu.pk
2018,ullu.com.pk
2019,ultimate-solution.com.pk
2020,ultimateleather.pk
2021,umt.edu.pk
2022,un.org.pk
2023,unews.pk
2024,unique.edu.pk
2025,unitedmotorcycle.com.pk
2026,unze.com.pk
2027,uob.edu.pk
2028,uoch.edu.pk
2029,uoe.edu.pk
2030,uoel.edu.pk
2031,uog.edu.pk
2032,uoh.edu.pk
2033,uok.edu.pk
2034,uol.edu.pk
2035,uolcc.edu.pk
2036,uolrk.edu.pk
2037,uom.edu.pk
2038,uop.edu.pk
2039,uor.edu.pk
2040,uos.edu.pk
2041,uow.edu.pk
2042,upr.edu.pk
2043,urbanbeauty.pk
2044,urbanchic.com.pk
2045,urbanshop.pk
2046,urbansole.com.pk
2047,urbanunit.gov.pk
2048,urduarticles.pk
2049,urdunovelsghar.pk
2050,urge.pk
2051,usa.edu.pk
2052,usc.com.pk
2053,usc.org.pk
2054,usindh.edu.pk
2055,usms.edu.pk
2056,usp.edu.pk
2057,ustaadjee.pk
2058,ustb.edu.pk
2059,uswat.edu.pk
2060,uvas.edu.pk
2061,uwm.com.pk
2062,uztech.pk
2063,valuebox.pk
2064,vanya.pk
2065,vapebazaar.pk
2066,vapemall.pk
2067,vapesdirect.pk
2068,vapestation.pk
2069,vasavi.com.pk
2070,vega.pk
2071,vegamovies.com.pk
2072,vegas.pk
2073,vestirde.com.pk
2074,videobuddy.pk
2075,vipvapestore.pk
2076,visas.com.pk
2077,visiontelecom.pk
2078,vmart.pk
2079,vnet.com.pk
2080,vs.com.pk
2081,vu.edu.pk
2082,vvsconsultants.pk
2083,waada.pk
2084,wafid.com.pk
2085,wafid.pk
2086,wajiz.pk
2087,wancom.net.pk
2088,wapda.gov.pk
2089,wasafaisalabad.gop.pk
2090,wasalhr.pk
2091,watch-movies.com.pk
2092,watcharea.pk
2093,watchcentre.pk
2094,watchclubpakistan.pk
2095,watchmarkaz.pk
2096,watcho.pk
2097,watchonlinemovies.com.pk
2098,watchonlinemovies0.com.pk
2099,watchprice.com.pk
2100,waylink.com.pk
2101,wbm.com.pk
2102,we999game.com.pk
2103,wearium.pk
2104,wearteck.pk
2105,web.pk
2106,webhoster.pk
2107,webix.pk
2108,weboc.gov.pk
2109,webseo.com.pk
2110,websiterdesigner.com.pk
2111,webx.pk
2112,wego.pk
2113,wellshop.pk
2114,wenews.pk
2115,westpoint.pk
2116,whatmobile.com.pk
2117,whatmobiles.net.pk
2118,whatsappgb.pk
2119,whatsonsale.com.pk
2120,wildgoat.com.pk
2121,wings.com.pk
2122,winstore.pk
2123,wisemarket.com.pk
2124,wishhub.pk
2125,wol.net.pk
2126,wolf777.pk
2127,worldcall.net.pk
2128,worldlinkisp.pk
2129,worldwideelectronics.com.pk
2130,wpc.org.pk
2131,wum.edu.pk
2132,wumardan.edu.pk
2133,xiaomistore.pk
2134,xmed.pk
2135,xoxostore.pk
2136,xtreamfiber.net.pk
2137,y999.pk
2138,yacineapp.pk
2139,yamaha-motor.com.pk
2140,ycdo.org.pk
2141,yesmobile.pk
2142,youngmasti.pk
2143,yourmart.pk
2144,youtube.com.pk
2145,youtube.pk
2146,yppakistan.org.pk
2147,ytube.pk
2148,yumi.pk
2149,yumzo.pk
2150,zaha.pk
2151,zahcomputers.pk
2152,zahrastores.pk
2153,zamana.pk
2154,zamani.pk
2155,zamzamperfumes.pk
2156,zapatla.pk
2157,zarif.pk
2158,zcomnetworks.com.pk
2159,zed.com.pk
2160,zeesy.pk
2161,zengler.pk
2162,zeverat.pk
2163,zipit.pk
2164,zong.com.pk
2165,zouq.pk
2166,zrat.pk
2167,ztbl.com.pk
2168,zu.edu.pk
2169,zueb.edu.pk
2170,zuz.com.pk
2171,zyn.com.pk
2172,zynrewards.com.pk
2173,zzpackages.com.pk
